invoice_id,vendor_id,vendor_name,amount,invoice_date,approved_by
INV10425,V204,Redline Industrial,28643.13,2026-06-09,E1033
INV10426,V203,Summit Parts,38911.47,2026-06-10,E1033
INV10427,V200,Acme Supply Co,6920.44,2026-01-18,E1043
INV10428,V207,Vantage Trucking,19983.03,2026-03-19,E1027
INV10429,V207,Vantage Trucking,26675.18,2026-04-01,E1044
INV10430,V209,Ironclad Fabrication,3477.45,2026-04-29,E1042
INV10431,V204,Redline Industrial,1836.68,2026-04-05,E1032
INV10432,V206,Pioneer Materials,3591.39,2026-08-07,E1010
INV10433,V211,Silverline Freight,27733.13,2026-05-10,E1040
INV10434,V208,Falcon Warehousing,20902.62,2026-05-22,E1059
INV10435,V202,Bluewater Freight,40330.07,2026-04-26,E1048
INV10436,V204,Redline Industrial,29384.91,2026-03-24,E1049
INV10437,V208,Falcon Warehousing,21481.96,2026-02-08,E1008
INV10438,V204,Redline Industrial,20355.96,2026-07-27,E1033
INV10439,V210,Meridian Components,44209.99,2026-01-22,E1044
INV10440,V200,Acme Supply Co,29128.8,2026-01-11,E1024
INV10441,V200,Acme Supply Co,31886.83,2026-04-23,E1044
INV10442,V211,Silverline Freight,23595.25,2026-02-10,E1035
INV10443,V208,Falcon Warehousing,16872.41,2026-03-14,E1040
INV10444,V211,Silverline Freight,18483.31,2026-03-28,E1052
INV10445,V209,Ironclad Fabrication,26965.18,2026-07-22,E1050
INV10446,V202,Bluewater Freight,29181.65,2026-01-17,E1033
INV10447,V203,Summit Parts,4388.59,2026-06-23,E1040
INV10448,V210,Meridian Components,12893.99,2026-07-05,E1052
INV10449,V200,Acme Supply Co,43403.79,2026-06-04,E1012
INV10450,V210,Meridian Components,15101.29,2026-05-30,E1052
INV10451,V204,Redline Industrial,6493.06,2026-03-31,E1032
INV10452,V201,Northfield Logistics,43551.19,2026-06-28,E1052
INV10453,V203,Summit Parts,17729.32,2026-06-02,E1056
INV10454,V208,Falcon Warehousing,42219.4,2026-03-21,E1046
INV10455,V205,Coastal Distribution,17044.07,2026-07-22,E1033
INV10456,V201,Northfield Logistics,36621.34,2026-06-21,E1056
INV10457,V211,Silverline Freight,37328.81,2026-07-09,E1052
INV10458,V207,Vantage Trucking,41073.29,2026-01-24,E1050
INV10459,V200,Acme Supply Co,30219.95,2026-05-11,E1035
INV10460,V202,Bluewater Freight,967.64,2026-03-21,E1016
INV10461,V200,Acme Supply Co,42809.94,2026-03-29,E1043
INV10462,V204,Redline Industrial,8761.43,2026-02-05,E1012
INV10463,V202,Bluewater Freight,3610.85,2026-08-05,E1011
INV10464,V201,Northfield Logistics,22919.88,2026-05-19,E1059
INV10465,V210,Meridian Components,39783.15,2026-01-10,E1052
INV10466,V211,Silverline Freight,15253.88,2026-07-16,E1049
INV10467,V200,Acme Supply Co,6027.55,2026-04-07,E1012
INV10468,V211,Silverline Freight,7426.79,2026-08-01,E1056
INV10469,V206,Pioneer Materials,34733.74,2026-07-27,E1016
INV10470,V200,Acme Supply Co,32495.06,2026-01-12,E1041
INV10471,V202,Bluewater Freight,16488.83,2026-07-04,E1024
INV10472,V203,Summit Parts,43636.05,2026-06-06,E1032
INV10473,V203,Summit Parts,33894.74,2026-07-20,E1042
INV10474,V210,Meridian Components,10645.03,2026-03-03,E1032
INV10475,V203,Summit Parts,43457.01,2026-07-20,E1043
INV10476,V201,Northfield Logistics,40693.25,2026-02-19,E1035
INV10477,V209,Ironclad Fabrication,30572.06,2026-05-27,E1042
INV10478,V201,Northfield Logistics,20856.35,2026-03-14,E1040
INV10479,V204,Redline Industrial,22705.37,2026-04-18,E1016
INV10480,V209,Ironclad Fabrication,36787.57,2026-07-25,E1049
INV10481,V208,Falcon Warehousing,6357.17,2026-03-06,E1008
INV10482,V203,Summit Parts,28906.88,2026-04-06,E1046
INV10483,V208,Falcon Warehousing,42053.07,2026-07-02,E1044
INV10484,V208,Falcon Warehousing,38324.8,2026-03-14,E1010
INV10485,V206,Pioneer Materials,34375.79,2026-03-11,E1042
INV10486,V206,Pioneer Materials,40752.98,2026-02-07,E1041
INV10487,V203,Summit Parts,4263.35,2026-02-26,E1042
INV10488,V201,Northfield Logistics,39825.65,2026-01-07,E1041
INV10489,V209,Ironclad Fabrication,2538.57,2026-05-09,E1035
INV10490,V206,Pioneer Materials,10724.65,2026-01-21,E1035
INV10491,V205,Coastal Distribution,10220.56,2026-03-23,E1011
INV10492,V210,Meridian Components,37787.06,2026-06-16,E1033
INV10493,V209,Ironclad Fabrication,35643.42,2026-02-05,E1008
INV10494,V201,Northfield Logistics,13016.54,2026-08-01,E1043
INV10495,V202,Bluewater Freight,31368.83,2026-02-05,E1056
INV10496,V202,Bluewater Freight,21189.59,2026-06-07,E1004
INV10497,V209,Ironclad Fabrication,40777.71,2026-01-05,E1027
INV10498,V201,Northfield Logistics,9822.12,2026-02-08,E1046
INV10499,V209,Ironclad Fabrication,42319.13,2026-06-05,E1044
INV10216-DUP,V204,Redline Industrial,41756.12,2026-04-24,E1056
INV10056-DUP,V203,Summit Parts,35749.03,2026-07-28,E1059
INV10397-DUP,V208,Falcon Warehousing,494.77,2026-03-24,E1017
INV10147-DUP,V204,Redline Industrial,31176.65,2026-03-22,E1052
INV10121-DUP,V208,Falcon Warehousing,11041.79,2026-06-30,E1032
INV10154-DUP,V207,Vantage Trucking,42796.86,2026-06-29,E1016
INV10062-DUP,V202,Bluewater Freight,44279.53,2026-06-10,E1010
INV10024-DUP,V208,Falcon Warehousing,12116.24,2026-07-22,E1056
INV10122-DUP,V210,Meridian Components,38285.65,2026-06-08,E1011
INV10214-DUP,V211,Silverline Freight,28199.58,2026-07-17,E1008
INV10327-DUP,V204,Redline Industrial,35445.97,2026-02-24,E1010
INV10406-DUP,V201,Northfield Logistics,25972.8,2026-06-01,E1040
INV10318-DUP,V209,Ironclad Fabrication,31109.09,2026-03-01,E1042
INV10234-DUP,V204,Redline Industrial,38956.94,2026-04-27,E1046
INV10032-DUP,V209,Ironclad Fabrication,44154.56,2026-05-19,E1033
INV10428-DUP,V207,Vantage Trucking,19983.03,2026-03-24,E1027
INV10463-DUP,V202,Bluewater Freight,3610.85,2026-08-08,E1011
INV10255-DUP,V204,Redline Industrial,3218.67,2026-06-12,E1052
INV10305-DUP,V200,Acme Supply Co,27936.68,2026-05-29,E1033
INV10274-DUP,V208,Falcon Warehousing,9084.88,2026-04-14,E1043
SPLIT9000-0,V200,Acme Supply Co,4996.68,2026-07-21,E1044
SPLIT9000-1,V200,Acme Supply Co,4910.28,2026-07-21,E1044
SPLIT9001-0,V209,Ironclad Fabrication,4808.66,2026-05-01,E1040
SPLIT9001-1,V209,Ironclad Fabrication,4876.99,2026-05-01,E1040
SPLIT9002-0,V208,Falcon Warehousing,4948.72,2026-03-06,E1035
SPLIT9002-1,V208,Falcon Warehousing,4871.06,2026-03-06,E1035
SPLIT9003-0,V211,Silverline Freight,4847.98,2026-03-30,E1010
SPLIT9003-1,V211,Silverline Freight,4930.76,2026-03-30,E1010
SPLIT9004-0,V209,Ironclad Fabrication,4915.8,2026-07-17,E1011
SPLIT9004-1,V209,Ironclad Fabrication,4950.58,2026-07-17,E1011
SPLIT9005-0,V205,Coastal Distribution,4870.11,2026-01-12,E1012
SPLIT9005-1,V205,Coastal Distribution,4867.37,2026-01-12,E1012
SPLIT9006-0,V211,Silverline Freight,4965.25,2026-02-14,E1050
SPLIT9006-1,V211,Silverline Freight,4936.25,2026-02-14,E1050
SPLIT9007-0,V211,Silverline Freight,4925.72,2026-05-03,E1056
SPLIT9007-1,V211,Silverline Freight,4961.49,2026-05-03,E1056
SPLIT9008-0,V201,Northfield Logistics,4954.46,2026-07-03,E1010
SPLIT9008-1,V201,Northfield Logistics,4891.08,2026-07-03,E1010
SPLIT9009-0,V204,Redline Industrial,4808.72,2026-02-21,E1032
SPLIT9009-1,V204,Redline Industrial,4839.69,2026-02-21,E1032
SPLIT9010-0,V203,Summit Parts,4985.74,2026-03-22,E1008
SPLIT9010-1,V203,Summit Parts,4902.56,2026-03-22,E1008
SPLIT9011-0,V209,Ironclad Fabrication,4850.41,2026-05-02,E1046
SPLIT9011-1,V209,Ironclad Fabrication,4949.9,2026-05-02,E1046
SPLIT9012-0,V208,Falcon Warehousing,4871.04,2026-03-15,E1017
SPLIT9012-1,V208,Falcon Warehousing,4955.39,2026-03-15,E1017
SPLIT9013-0,V200,Acme Supply Co,4854.37,2026-03-26,E1050
SPLIT9013-1,V200,Acme Supply Co,4959.07,2026-03-26,E1050
SPLIT9014-0,V204,Redline Industrial,4947.92,2026-04-13,E1041
SPLIT9014-1,V204,Redline Industrial,4978.03,2026-04-13,E1041
